Date,AAPL,AMD,AMT,AMZN,BAC,CAT,CSCO,CVX,DUK,F,GOOG,HOG,HON,HPQ,IBM,JNJ,JPM,KO,MS,MSFT,NEE,NVDA,PFE,PG,PLD,SONY,T,UNH,VZ,XOM
11/01/2007,0.04239726328943636,0.0107208980048451,0.0077195822992575025,0.024168234295957953,0.11913810663261086,0.011007974430602651,0.04226359892655242,0.044319893240376745,0.009923678244159243,0.008789680990556402,0.04856444765589517,0.001981979142664397,0.011435152153771236,0.006915869849633955,0.028832826872324985,0.04674113671515015,0.03860018460867287,0.038424309779696054,0.03391390965167408,0.10102683077590074,0.010376227292739652,0.010125315390449157,0.029915954857263023,0.048662053953784805,0.016338341175463098,0.02582479412037981,0.029811288378338456,0.01758395372363,0.03510727836423129,0.09936923518398198
11/02/2007,0.042610023228997214,0.011060779200199496,0.007976836267578563,0.0237721882889841,0.11789384185660894,0.011256215925513804,0.04281303536065314,0.04416085660048479,0.010061678674424639,0.009280170964784715,0.04925319042952109,0.0019877679972363283,0.0115264384562388,0.007055851989435636,0.02915029985783736,0.04695513236512286,0.03768334197667536,0.03828198771705525,0.032088409122742294,0.10130140912318121,0.010424781799429683,0.010543106402968563,0.029646551866791444,0.04947728788659835,0.016058634178394485,0.02612703085996648,0.02986276191463305,0.017773375518174404,0.0349194452668685,0.09899756890289968
11/05/2007,0.04245889889240224,0.0113327124848044,0.008010058485557681,0.023455311906006932,0.11680770537726072,0.011127351383775777,0.043803206135434536,0.044403673022163734,0.010292442365549935,0.009039276153694093,0.050526682849417345,0.001958286567933007,0.011699170853412525,0.007113604773243649,0.029006201133388018,0.04700196991911715,0.037556853541636445,0.03838433206701857,0.03045166718264308,0.10095140426345312,0.010590714035584316,0.010601077184498221,0.029809562057117656,0.05019993988310321,0.016038286199208916,0.02579342798238175,0.029744655725345914,0.0179368377562483,0.034668424589561285,0.09923626522903772
11/06/2007,0.043145543463247955,0.011187465441190193,0.008022181440850162,0.023932742539752243,0.11810212698491648,0.011188622645059676,0.04451581294779889,0.044871213831187376,0.010189673012931007,0.008875637071413959,0.050950550643849506,0.0019413160916441868,0.011748672585369558,0.007133398558532497,0.028555090968820664,0.04645128941494692,0.03820861126789465,0.03828461120175931,0.02945540188820852,0.09871579275136246,0.01045650546869463,0.010787588164587346,0.02972859075424746,0.04972426425752822,0.016003910998107173,0.02555372984538427,0.02934156528589657,0.017863061274337413,0.03413615003225665,0.10092887916822398
11/07/2007,0.043101798566184804,0.011145652839550699,0.00793725212775849,0.02454815802545581,0.1154607848726683,0.011303918513456211,0.04399451975969615,0.04456841262749822,0.01026357607913281,0.008715423523466126,0.051773654361430686,0.0019727192397858448,0.011696312601276,0.007120516394782578,0.028926662134460844,0.0472541083572579,0.03762883466005024,0.03869522130554556,0.028447645100827767,0.0990402028463882,0.01054772737715899,0.010567321697891655,0.030159770751799334,0.050375728312404125,0.016238391977167477,0.02578516097753335,0.02913558340700539,0.018467131459741097,0.034592806794489034,0.10053500330813658
11/08/2007,0.04086872510899189,0.010789248329332032,0.007820332104187293,0.023730562071225647,0.11674583245114259,0.01119890268272087,0.04007047885575428,0.04570816281673717,0.010587669267161412,0.009029482494356587,0.049340719698423546,0.002030533932481444,0.011824688647302677,0.0069055895251049,0.027817909114414154,0.04807745930602131,0.03821324617955196,0.03993600001693533,0.030031660674037307,0.09751557519449237,0.01088700569713916,0.009972262769123203,0.03008880794369289,0.051751266764390756,0.016542240257491864,0.025600805323923618,0.029847077702997694,0.018755200534828344,0.034526044179460154,0.10378651035657757
11/09/2007,0.03914951987073651,0.010843889703817021,0.007774048662617353,0.022767174990002886,0.11997454479105442,0.01106554841010639,0.039285914248497464,0.0454593364612221,0.010734133397425382,0.008874873429424406,0.047992801278855655,0.00202028765785047,0.011708925588484843,0.006801261041239461,0.02671368415314961,0.049299062134405325,0.038567970753356766,0.04016989442649745,0.03082106065707161,0.09623697205386965,0.011257175187115323,0.009992424993049583,0.030212906642188838,0.05229015471644769,0.016709659330846165,0.02587303905498783,0.030229785113147303,0.01958663560963212,0.03512648661102811,0.1024608290318722
11/12/2007,0.03680331182489698,0.01059149124851028,0.007839506714494501,0.022467343470322493,0.12130059416272053,0.011059146480811936,0.04045669918948169,0.044913607294241466,0.01080813190179125,0.008611860789535037,0.04619198537942778,0.002046011066014549,0.011709221388726033,0.006755644611097887,0.027332243936609678,0.05072366345521019,0.03906800932230068,0.039966249801996714,0.030914500352829995,0.09629102133702437,0.011335336408644604,0.009094400198186947,0.030801042464963176,0.053130856398471815,0.017102922016159046,0.025997601706488883,0.030135075092607606,0.020174885132497253,0.035539647560344924,0.10083798929359153
11/13/2007,0.03930593546807928,0.010618880980979883,0.007669833901022609,0.022514286454016673,0.12330338257036043,0.010911042852279989,0.040472455221603344,0.04418951317494465,0.01057761827066094,0.008458242509592357,0.04664176897430217,0.002043656473322241,0.011513477815121784,0.006796425226553191,0.027402850781065045,0.04974838184485074,0.040116256443151845,0.03937667166998761,0.031030662767510035,0.09636425201962369,0.010789399235498995,0.009562438380698979,0.03044522354329003,0.05191546321289871,0.01707570604617993,0.026307384678190368,0.03002055788916263,0.019737427072923815,0.034964256162098264,0.1001265483600297
11/14/2007,0.03875118045107444,0.010607995272534969,0.007876494048174405,0.022327069543976914,0.1229290407826418,0.010845314277078473,0.04024359605730451,0.04452391738954952,0.01054903531174818,0.008510812281088399,0.045705205712241084,0.002011906961023811,0.011689982009883956,0.006796248085543464,0.027161733538143426,0.04986990394152385,0.04055656821384315,0.039928950886599916,0.031161673808094325,0.09571115700378223,0.01081603526557262,0.00949544641675701,0.030789462159634292,0.05234707380093341,0.017135446000901635,0.026390765386341684,0.029895299241638404,0.019812743961620062,0.03522118925530266,0.10033875293544746
